,name,War,Film-Noir,Sci-Fi,History,Music,Musical,Fantasy,Thriller,Romance,Horror,Mystery,Family,Animation,Comedy,Drama,Biography,Adventure,Action,Crime,Western,Sport,Films,Produced
2027,Yoshiko Shinohara,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2028,Akemi Yamaguchi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2029,Ayano Shiraishi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2030,Tsutomu Tatsumi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2031,Isa Danieli,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11990401
2032,Antonella Attili,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11990401
2033,Enzo Cannavale,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11990401
2034,Philippe Noiret,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,2,33839333
2035,Robert Patrick,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,324362752
2036,Linda Hamilton,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,243243350
2037,Arnold Schwarzenegger,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,302978898
2038,James Earl Jones,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,422783777
2039,Jeremy Irons,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,2,522796276
2040,Matthew Broderick,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,3,519750146
2041,Rob Minkoff,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,422783777
2042,Danny Aiello,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,1,1,0,0,3,57678016
2043,Natalie Portman,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,3,196966951
2044,Gary Oldman,0,0,1,1,0,0,0,1,0,0,0,0,0,1,4,0,4,4,1,0,0,6,810131444
2045,Jean Reno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,19501238
2046,Stephen Baldwin,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,23341568
2047,Chazz Palminteri,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,2,40608539
2048,Gabriel Byrne,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,2,28421977
2049,Jennifer Lien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6719864
2050,Beverly D'Angelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6719864
2051,Edward Furlong,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,211563214
2052,Oliver Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,187705427
2053,Connie Nielsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,187705427
2054,Russell Crowe,0,0,0,1,0,0,0,1,0,0,1,0,0,0,7,4,1,2,3,0,0,7,697451377
2055,Emilia Fox,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,32572577
2056,Frank Finlay,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,32572577
2057,Thomas Kretschmann,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,32572577
2058,Adrien Brody,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,3,91744072
2059,Mark Wahlberg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,1,3,252401964
2060,Scarlett Johansson,1,0,5,0,0,0,0,1,3,0,1,0,0,3,6,0,3,3,0,0,0,9,1439813544
2061,Hugh Jackman,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,1,2,1,0,0,4,574290795
2062,Anne Le Ny,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,13182281
2063,Omar Sy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,13182281
2064,François Cluzet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,13182281
2065,Éric Toledano,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,13182281
2066,Paul Reiser,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,98252248
2067,Melissa Benoist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13092000
2068,J.K. Simmons,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,3,164193803
2069,Miles Teller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,31432051
2070,Frances Conroy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,335451311
2071,Zazie Beetz,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,335451311
2072,Joaquin Phoenix,0,0,1,1,1,0,0,1,1,0,0,0,0,0,5,2,1,1,1,0,0,5,691775283
2073,Alec Guinness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,322740140
2074,Kasi Lemmons,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,130742922
2075,Lawrence A. Bonney,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,130742922
2076,Anthony Hopkins,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,1,0,1,4,158826014
2077,Jodie Foster,0,0,0,0,0,0,0,1,1,0,2,0,0,0,4,0,0,0,3,0,0,4,253686808
2078,Andrew Kevin Walker,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,100125643
2079,Kevin Spacey,0,0,1,0,0,0,0,1,0,0,4,0,0,0,4,0,0,0,3,0,0,5,323190429
2080,Giustino Durano,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,57598247
2081,Giorgio Cantarini,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,57598247
2082,Nicoletta Braschi,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,2,59034247
2083,Roberto Benigni,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,2,59034247
2084,Bonnie Hunt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,136801374
2085,David Morse,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,140985410
2086,Michael Clarke Duncan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,136801374
2087,Edward Burns,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,216540909
2088,Tom Sizemore,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,325179654
2089,Matt Damon,1,0,1,0,0,0,0,5,1,0,3,0,1,1,6,1,2,4,2,1,0,11,1728541599
2090,Rumi Hiiragi,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,10055859
2091,Miyu Irino,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,2,10055859
2092,Suzanne Pleshette,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,10055859
2093,Daveigh Chase,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,10055859
2094,Matheus Nachtergaele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7563397
2095,Leandro Firmino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7563397
2096,Alexandre Rodrigues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7563397
2097,Kátia Lund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7563397
2098,Mackenzie Foy,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,2,189359169
2099,Jessica Chastain,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,416453680
2100,Anne Hathaway,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,3,636159116
2101,Matthew McConaughey,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,2,0,0,6,388235123
2102,Aparna Balamurali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2103,Paresh Rawal,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,2,1,0,0,4,5109389
2104,Madhavan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,3,6532908
2105,Suriya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2106,Choi Woo-sik,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,53367844
2107,Cho Yeo-jeong,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,53367844
2108,Lee Sun-kyun,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,53367844
2109,Kang-ho Song,0,0,0,0,0,0,0,3,0,0,1,0,0,1,4,0,0,1,2,0,0,4,53427264
2110,Renée Elise Goldsberry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2111,Leslie Odom Jr.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2112,Phillipa Soo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2113,Lin-Manuel Miranda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2114,Peter Brocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,112000000
2115,Michael Berryman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,112000000
2116,Louise Fletcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,112000000
2117,Jack Nicholson,0,0,0,0,0,0,0,3,1,1,1,0,0,1,6,0,0,0,1,0,0,6,607219878
2118,Billy Dee Williams,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,599600476
2119,Carrie Fisher,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,3,3,0,0,0,4,1015164216
2120,Harrison Ford,0,0,1,0,0,0,3,1,0,0,1,0,0,0,2,0,5,8,1,0,0,8,1676471255
2121,Mark Hamill,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,922340616
2122,Lorraine Bracco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,46836394
2123,Joe Pesci,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,0,0,4,0,1,6,458349092
2124,Ray Liotta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,46836394
2125,Carrie-Anne Moss,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,197024797
2126,Laurence Fishburne,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,228983999
2127,Keanu Reeves,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,171479930
2128,Lilly Wachowski,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,171479930
2129,Sally Field,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,330252182
2130,Gary Sinise,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,504090115
2131,Robin Wright,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,1,0,0,0,1,3,436715488
2132,Tom Hanks,1,0,0,2,0,0,1,2,2,0,0,0,4,4,9,2,7,0,4,0,0,14,2903564984
2133,Sean Bean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,315544750
2134,Zach Grenier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,37030102
2135,Meat Loaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,37030102
2136,Edward Norton,0,0,0,0,0,0,1,0,0,0,2,0,1,2,6,0,1,0,1,0,0,7,227151463
2137,Brad Pitt,1,0,1,1,0,0,1,3,1,0,2,0,0,3,9,3,1,0,4,0,1,12,1050232638
2138,Ken Watanabe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,0,4,624295284
2139,Elliot Page,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,292576195
2140,Joseph Gordon-Levitt,0,0,1,0,0,0,0,0,2,0,0,0,0,2,3,0,1,1,0,0,0,4,360678942
2141,Leonardo DiCaprio,0,0,1,0,0,0,0,3,1,0,1,0,0,1,9,2,3,2,3,1,0,11,2049297400
2142,Caroline Goodall,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,96898818
2143,Ben Kingsley,0,0,0,2,0,0,0,1,0,0,1,0,0,0,3,2,0,1,1,0,0,4,300174128
2144,Ralph Fiennes,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,0,0,3,204022224
2145,Liam Neeson,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,2,2,0,0,0,4,463842639
2146,Bruce Willis,0,0,2,0,0,0,0,4,1,0,2,0,0,1,3,0,2,3,1,0,0,7,750650350
2147,Samuel L. Jackson,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,0,4,4,2,0,0,6,911528065
2148,Uma Thurman,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,3,0,0,4,256575623
2149,John Travolta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,107928762
2150,Orlando Bloom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,4,0,0,0,4,1341355938
2151,Ian McKellen,0,0,1,0,0,0,3,0,0,0,0,1,0,0,3,0,7,4,0,0,0,7,1869868915
2152,Viggo Mortensen,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,3,1,0,0,5,828467329
2153,Elijah Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,1035942020
2154,Robert Duvall,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,2,0,0,4,181675104
2155,Robert De Niro,1,0,1,0,0,0,0,4,2,0,0,0,0,2,17,4,0,0,12,0,1,17,1001666213
2156,Michael Caine,1,0,2,1,0,0,0,1,0,0,2,1,0,3,5,0,4,3,1,0,0,9,1030061676
2157,Aaron Eckhart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,534858444
2158,Heath Ledger,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,2,617902205
2159,Christian Bale,0,0,1,1,0,0,0,1,0,0,1,0,0,2,9,3,2,6,3,0,1,11,1616439385
2160,Diane Keaton,1,0,0,0,0,0,0,0,2,0,0,0,0,3,4,0,0,0,3,0,0,6,343832473
2161,James Caan,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,1,0,0,3,197750258
2162,Al Pacino,0,0,0,0,0,0,0,3,0,0,1,0,0,0,13,5,0,0,11,0,0,13,641212389
2163,Marlon Brando,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,218437922
2164,William Sadler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28341469
2165,Bob Gunton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28341469
2166,Morgan Freeman,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,1,0,1,3,1,1,7,399741467
2167,Tim Robbins,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,0,0,1,0,0,4,124587639
